Radar Image Timestamp,Latitude,Longitude,DBZH
20240101 09:50:00,65.06984781728573,-14.515740869978274,67.0
20240101 09:50:00,65.05952390866169,-14.459986357708951,79.5
20240101 09:50:00,65.06590280232886,-14.420165268706253,68.5
20240101 09:50:00,65.04280521497343,-14.444077368425207,79.5
20240101 09:50:00,64.83709859714376,-15.574071683832921,68.0
20240101 09:50:00,64.79725451407475,-15.580421863463432,67.0
20240101 09:50:00,64.60800911467304,-15.4400615799948,68.5
20240101 09:50:00,64.54494496629275,-15.469340695818035,69.0
20240101 10:05:00,65.05952390866169,-14.459986357708951,78.5
20240101 10:05:00,65.04280521497343,-14.444077368425207,78.5
20240101 10:05:00,64.83709859714376,-15.574071683832921,69.5
20240101 10:05:00,65.07677051447324,-14.109452220576586,65.5
20240101 10:05:00,65.08306178683887,-14.069530682323604,65.0
20240101 10:05:00,65.06001390132062,-14.0937501982688,65.5
20240101 10:05:00,65.09758720684032,-13.854081603441672,65.0
20240101 10:05:00,64.79725451407475,-15.580421863463432,68.0
20240101 10:20:00,65.08015146185356,-14.571540117304027,71.0
20240101 10:20:00,65.09295621967469,-14.491870057373184,65.5
20240101 10:20:00,64.79725451407475,-15.580421863463432,68.0
20240101 10:20:00,64.60800911467304,-15.4400615799948,71.5
20240101 10:20:00,64.54494496629275,-15.469340695818035,74.0
20240101 10:35:00,65.04280521497343,-14.444077368425207,65.0
20240101 10:35:00,65.06189931053292,-14.324621937475149,66.0
20240101 10:50:00,65.04280521497343,-14.444077368425207,66.5
20240101 10:50:00,64.83709859714376,-15.574071683832921,72.0
20240101 10:50:00,65.07046935089015,-14.149356172176104,65.5
20240101 10:50:00,65.08306178683887,-14.069530682323604,65.0
20240101 10:50:00,65.08934316106436,-14.02959157160591,66.0
20240101 10:50:00,64.79725451407475,-15.580421863463432,68.0
20240101 10:50:00,64.86271870112684,-14.95823552152565,65.0
20240101 11:05:00,65.08015146185356,-14.571540117304027,72.5
20240101 11:05:00,65.07457941371749,-14.244896504211605,66.0
20240101 11:05:00,65.08090465629094,-14.205007285328948,65.0
20240101 11:05:00,64.83709859714376,-15.574071683832921,76.5
20240101 11:05:00,64.60800911467304,-15.4400615799948,71.0
20240101 11:05:00,49.15327791237396,19.744978086477758,65.5
20240101 11:20:00,65.04280521497343,-14.444077368425207,66.5
20240101 11:20:00,65.07046935089015,-14.149356172176104,65.5
20240101 11:20:00,65.06001390132062,-14.0937501982688,65.5
20240101 11:35:00,64.83709859714376,-15.574071683832921,69.5
20240101 11:35:00,52.65685279619508,13.873561907594333,66.0
20240101 11:35:00,52.63889293106997,13.871956784847592,66.0
20240101 11:35:00,49.15327791237396,19.744978086477758,68.0
20240101 11:35:00,49.115171129727564,19.764991161262305,65.0
20240101 11:50:00,65.06984781728573,-14.515740869978274,67.0
20240101 11:50:00,64.79725451407475,-15.580421863463432,67.0
20240101 11:50:00,64.60800911467304,-15.4400615799948,72.0
20240101 11:50:00,49.15327791237396,19.744978086477758,66.5
20240101 11:50:00,49.115171129727564,19.764991161262305,70.0
20240101 12:05:00,64.83709859714376,-15.574071683832921,67.0
20240101 12:05:00,64.81384635932812,-15.596857604184565,68.5
20240101 12:05:00,64.79725451407475,-15.580421863463432,65.5
20240101 12:05:00,53.83670764495843,9.896018702721761,68.5
20240101 12:05:00,49.81959491682218,-4.806851125695606,67.0
20240101 12:05:00,49.79828970461791,-4.8286045593212865,65.0
20240101 12:20:00,65.05952390866169,-14.459986357708951,75.5
20240101 12:20:00,65.04280521497343,-14.444077368425207,75.5
20240101 12:20:00,65.07677051447324,-14.109452220576586,66.0
20240101 12:20:00,65.06001390132062,-14.0937501982688,66.0
20240101 12:20:00,64.79725451407475,-15.580421863463432,69.0
20240101 12:20:00,64.60800911467304,-15.4400615799948,71.0
20240101 12:35:00,65.05952390866169,-14.459986357708951,78.5
20240101 12:35:00,65.04280521497343,-14.444077368425207,78.5
20240101 12:35:00,64.54494496629275,-15.469340695818035,69.5
20240101 12:50:00,64.60800911467304,-15.4400615799948,66.5
20240101 12:50:00,64.54494496629275,-15.469340695818035,73.5
20240101 13:05:00,64.83709859714376,-15.574071683832921,73.5
20240101 13:20:00,65.07677051447324,-14.109452220576586,65.5
20240101 13:20:00,65.06001390132062,-14.0937501982688,65.5
20240101 13:20:00,64.60800911467304,-15.4400615799948,68.5
20240101 13:35:00,64.79725451407475,-15.580421863463432,69.0
20240101 13:50:00,64.58145665140447,-15.595793521498143,66.0
20240101 13:50:00,64.58810909132671,-15.556887040049995,66.0
20240101 13:50:00,51.937209338559,5.201062936292996,65.5
20240101 13:50:00,51.938427898022134,5.230170142742827,65.5
20240101 14:05:00,64.83709859714376,-15.574071683832921,72.0
20240101 14:20:00,65.08090465629094,-14.205007285328948,66.0
20240101 14:20:00,65.07677051447324,-14.109452220576586,66.0
20240101 14:20:00,65.06001390132062,-14.0937501982688,65.5
20240101 14:35:00,49.868120202779394,-5.251130221073682,67.5
20240101 14:35:00,49.875793839684846,-5.196427941657629,67.5
20240101 14:50:00,64.60800911467304,-15.4400615799948,71.5
20240101 14:50:00,64.54494496629275,-15.469340695818035,73.5
20240101 15:05:00,64.83709859714376,-15.574071683832921,71.0
20240101 15:05:00,64.80717896076847,-15.636064210009758,66.0
20240101 15:05:00,64.79725451407475,-15.580421863463432,66.0
20240101 15:20:00,65.05952390866169,-14.459986357708951,79.0
20240101 15:20:00,65.04280521497343,-14.444077368425207,79.0
20240101 15:20:00,64.83709859714376,-15.574071683832921,71.0
20240101 15:20:00,64.79725451407475,-15.580421863463432,67.5
20240101 15:20:00,64.60800911467304,-15.4400615799948,73.0
20240101 15:20:00,64.54494496629275,-15.469340695818035,65.0
20240101 15:35:00,65.05952390866169,-14.459986357708951,78.5
20240101 15:35:00,65.04280521497343,-14.444077368425207,78.5
20240101 15:35:00,64.83709859714376,-15.574071683832921,71.0
20240101 15:35:00,64.79725451407475,-15.580421863463432,65.0
20240101 15:50:00,64.54494496629275,-15.469340695818035,74.5
20240101 16:05:00,64.79725451407475,-15.580421863463432,69.0
20240101 16:05:00,49.918632435160276,-4.752640741549077,65.5
20240101 16:20:00,64.79725451407475,-15.580421863463432,67.0
20240101 16:20:00,64.60800911467304,-15.4400615799948,71.5
20240101 16:20:00,64.54494496629275,-15.469340695818035,72.5
20240101 16:50:00,64.60800911467304,-15.4400615799948,68.0
20240101 16:50:00,64.54494496629275,-15.469340695818035,75.0
20240101 16:50:00,49.895530336576655,-5.575209002218816,65.5
20240101 17:05:00,64.79725451407475,-15.580421863463432,70.0
20240101 17:05:00,64.54494496629275,-15.469340695818035,78.0
20240101 17:20:00,50.85025930051164,-1.3687011027835376,69.0
20240101 17:35:00,64.54494496629275,-15.469340695818035,69.5
20240101 17:50:00,64.83709859714376,-15.574071683832921,68.5
20240101 17:50:00,64.54494496629275,-15.469340695818035,74.0
20240101 17:50:00,54.445369618565515,12.245728126334175,66.5
20240101 17:50:00,54.44478920793963,12.276645730190669,66.5
20240101 18:05:00,64.83709859714376,-15.574071683832921,76.5
20240101 18:05:00,64.58810909132671,-15.556887040049995,66.5
20240101 18:20:00,64.83709859714376,-15.574071683832921,66.0
20240101 18:35:00,65.08015146185356,-14.571540117304027,66.0
20240101 18:35:00,64.54494496629275,-15.469340695818035,76.5
20240101 18:35:00,52.96969246784739,4.1272698322235986,71.0
20240101 18:50:00,64.79725451407475,-15.580421863463432,70.0
20240101 18:50:00,64.72657244407839,-14.963934207640655,65.5
20240101 18:50:00,64.73307038670953,-14.924689830386944,65.5
20240101 18:50:00,64.6997346034993,-14.89278177349864,66.0
20240101 18:50:00,64.6765792113517,-14.916046013541589,66.0
20240101 18:50:00,64.68306411360619,-14.876860082955575,65.5
20240101 18:50:00,64.65342111730362,-14.939275435343678,65.0
20240101 18:50:00,64.54494496629275,-15.469340695818035,72.5
20240101 19:20:00,59.57721040626765,17.955481364015206,69.5
20240101 19:20:00,59.559345201588776,17.95128525756592,69.5
20240101 19:20:00,59.54147994543037,17.947094211926007,69.5
20240101 19:35:00,65.05952390866169,-14.459986357708951,74.0
20240101 19:35:00,65.04280521497343,-14.444077368425207,74.0
20240101 19:35:00,64.54494496629275,-15.469340695818035,69.5
20240101 19:50:00,65.05952390866169,-14.459986357708951,75.5
20240101 19:50:00,65.04280521497343,-14.444077368425207,75.5
20240101 20:05:00,64.83709859714376,-15.574071683832921,68.0
20240101 20:05:00,55.94116945795916,10.083128804212057,66.5
20240101 20:20:00,64.83709859714376,-15.574071683832921,66.5
20240101 20:20:00,64.60800911467304,-15.4400615799948,68.5
20240101 20:35:00,64.83709859714376,-15.574071683832921,71.5
20240101 20:35:00,64.84969068059989,-15.037051442470288,68.5
20240101 20:35:00,64.85620954430186,-14.997652366179187,67.5
20240101 20:35:00,64.83303590109062,-15.020934365977297,68.5
20240101 20:50:00,64.60800911467304,-15.4400615799948,67.5
20240101 20:50:00,64.5715129731131,-15.540638986630158,69.0
20240101 20:50:00,64.54494496629275,-15.469340695818035,72.5
20240101 21:05:00,64.79725451407475,-15.580421863463432,69.5
20240101 21:05:00,64.60800911467304,-15.4400615799948,69.5
20240101 21:35:00,64.83709859714376,-15.574071683832921,75.0
20240101 21:50:00,64.83709859714376,-15.574071683832921,65.0
20240101 21:50:00,64.88588432391427,-14.934880842514223,68.0
20240101 21:50:00,53.27679252325259,4.507400192338071,70.0
20240101 21:50:00,53.25745812875498,4.479737465896874,70.0
20240101 22:05:00,64.79725451407475,-15.580421863463432,73.0
20240101 22:20:00,64.83709859714376,-15.574071683832921,66.0
20240101 22:20:00,64.79725451407475,-15.580421863463432,66.5
20240101 22:20:00,64.54494496629275,-15.469340695818035,65.0
20240101 22:20:00,53.01000013238059,4.2117473799788065,68.0
